year,titre,Oscar,Duration,GG,DGA,PGA,SAG,BAFTA,Notes TMDB,Release Quarter,imdbID,NotesIMDb,NotesRottenTomatoes,NotesMetacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Fantasy,History,Holiday,Horror,Kids & family,Lgbtq+,Musical,Mystery & thriller,Romance,Sci-fi,War,Western,Nommination Bafta,Nommination SAG,Nommination PGA,Nommination DGA,Nommination GG
1983,The Right Stuff,0,3h 13m,0,0,0,0,0,7.4,4,tt0086197,7.8,96.0,91.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,Tender Mercies,0,1h 30m,1,0,0,0,0,6.58,2,tt0086423,7.3,82.0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1983,Terms of Endearment,1,2h 12m,1,1,0,0,0,7.103,4,tt0086425,7.4,82.0,79.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1984,Amadeus,1,2h 38m,1,0,0,0,1,8.037,3,tt0086879,8.4,89.0,87.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1984,The Killing Fields,0,2h 21m,0,0,0,0,1,7.494,4,tt0087553,7.8,93.0,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1984,A Passage to India,0,2h 43m,0,0,0,0,0,6.785,4,tt0087892,7.3,79.0,78.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Places in the Heart,0,1h 51m,1,0,0,0,0,7.152,3,tt0087921,7.4,89.0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1984,A Soldier's Story,0,,0,0,0,0,0,6.7,3,tt0088146,7.2,91.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1985,The Color Purple,0,2h 21m,0,0,0,0,0,6.538,4,tt0088939,7.7,73.0,78.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1985,Kiss of the Spider Woman,0,1h 59m,0,0,0,0,0,7.034,3,tt0089424,7.3,86.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,Out of Africa,1,2h 40m,1,0,0,0,0,7.168,4,tt0089755,7.1,63.0,69.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1985,Prizzi's Honor,0,,1,0,0,0,0,6.348,2,tt0089841,6.7,85.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1985,Witness,0,14m,0,0,0,0,1,7.082,1,tt0090329,7.4,93.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1986,Children of a Lesser God,0,1h 57m,1,0,0,0,0,6.93,3,tt0090830,7.2,80.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1986,Hannah and Her Sisters,0,1h 46m,0,0,0,0,0,7.498,1,tt0091167,7.8,91.0,90.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1986,The Mission,0,1h 50m,0,0,0,0,1,7.396,3,tt0091530,7.4,66.0,55.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1986,Platoon,1,2h 0m,1,0,0,0,1,7.749,4,tt0091763,8.1,89.0,92.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1986,A Room with a View,0,1h 33m,0,0,0,0,0,6.992,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,Broadcast News,0,2h 12m,0,0,0,0,0,6.716,4,tt0092699,7.3,98.0,84.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1987,Fatal Attraction,0,1h 38m,0,0,0,0,1,6.846,3,tt0093010,6.9,74.0,67.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1987,Hope and Glory,0,1h 51m,0,0,0,0,0,6.793,3,tt0093209,7.3,96.0,86.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1987,The Last Emperor,1,,0,1,0,0,1,7.6,4,tt0093389,7.7,86.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1987,Moonstruck,0,1h 41m,1,0,0,0,0,6.865,4,tt0093565,7.2,92.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1988,The Accidental Tourist,0,2h 1m,0,0,0,0,0,6.21,4,tt0094606,6.7,82.0,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1988,Dangerous Liaisons,0,2h 0m,0,0,0,0,1,7.222,4,tt0094947,7.6,94.0,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1988,Mississippi Burning,0,2h 5m,0,0,0,0,1,7.7,4,tt0095647,7.8,79.0,65.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1988,Rain Man,1,2h 13m,1,1,0,0,0,7.758,4,tt0095953,8.0,88.0,65.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1988,Working Girl,0,1h 53m,1,0,0,0,0,6.6,4,tt0096463,6.8,83.0,73.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1989,Born on the Fourth of July,0,2h 24m,1,0,0,0,0,7.001,4,tt0096969,7.2,84.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1989,Dead Poets Society,0,2h 8m,0,0,0,0,1,8.313,2,tt0097165,8.1,84.0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1989,Driving Miss Daisy,1,1h 39m,1,0,1,0,0,7.231,4,tt0097239,7.3,85.0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1989,Field of Dreams,0,1h 46m,0,0,0,0,0,7.105,2,tt0097351,7.5,88.0,57.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,My Left Foot,0,1h 43m,0,0,0,0,0,7.521,2,tt0097937,7.8,98.0,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1990,Awakenings,0,,0,0,0,0,0,7.758,4,tt0099077,7.8,84.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Dances With Wolves,1,3h 0m,0,0,0,0,0,7.847,1,tt0099348,8.0,87.0,72.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990,Ghost,0,,1,0,0,0,0,7.209,3,tt0099653,7.1,75.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1990,"The Godfather, Part III",0,,0,0,0,0,0,7.426,4,tt0099674,7.6,66.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Good Fellas,0,,0,0,0,0,0,0.0,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Beauty and the Beast,0,47m,1,0,0,0,0,7.734,4,tt0101414,8.0,93.0,95.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1991,Bugsy,0,2h 15m,0,0,0,0,0,6.373,4,tt0101516,6.8,84.0,80.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1991,JFK,0,3h 9m,1,0,0,0,1,7.597,4,tt0102138,8.0,84.0,72.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1991,The Prince of Tides,0,,0,0,0,0,0,6.622,4,tt0102713,6.8,68.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1991,The Silence of the Lambs,1,1h 59m,0,0,0,0,0,8.345,1,tt0102926,8.6,95.0,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1992,The Crying Game,0,,0,0,1,0,1,6.9,3,tt0104036,7.2,95.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
1992,A Few Good Men,0,,0,0,0,0,0,7.531,4,tt0104257,7.7,84.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1992,Howards End,0,2h 20m,1,0,0,0,1,7.046,1,tt0104454,7.4,94.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1992,Scent of a Woman,0,,1,0,0,0,0,7.8,4,tt0105323,8.0,85.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,Unforgiven,1,57m,1,1,0,0,0,7.916,3,tt0105695,8.2,96.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1993,The Fugitive,0,17m,0,0,0,0,1,7.466,3,tt0106977,7.8,96.0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1993,In the Name of the Father,0,2h 12m,0,0,0,0,0,7.903,4,tt0107207,8.1,94.0,84.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,The Piano,0,1h 20m,1,0,0,0,1,7.378,2,tt0107822,7.5,90.0,89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1993,The Remains of the Day,0,,0,0,0,0,0,7.364,4,tt0107943,7.8,96.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Schindler's List,1,,1,1,1,0,1,8.6,4,tt0108052,9.0,98.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1994,Forrest Gump,1,2h 22m,1,1,1,0,0,8.477,2,tt0109830,8.8,71.0,82.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1994,Four Weddings and a Funeral,0,1h 56m,1,0,0,0,0,6.8,1,tt0109831,7.1,96.0,81.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1994,Pulp Fiction,0,2h 33m,1,0,0,0,1,8.489,3,tt0110912,8.9,92.0,95.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1994,Quiz Show,0,2h 10m,0,0,0,0,1,7.272,3,tt0110932,7.5,97.0,92.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1994,The Shawshank Redemption,0,2h 22m,0,0,0,0,0,8.711,3,tt0111161,9.3,91.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1995,Apollo 13,0,2h 20m,0,0,0,0,1,7.45,2,tt0112384,7.7,96.0,77.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1995,Babe,0,1h 34m,0,0,0,0,0,6.191,3,tt0112431,6.9,97.0,83.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1995,Braveheart,1,1h 11m,1,0,0,0,1,7.937,2,tt0112573,8.3,76.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1995,The Postman (Il Postino),0,,0,0,0,0,1,7.936,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,Sense and Sensibility,0,2h 54m,1,0,0,0,0,7.438,4,tt0114388,7.7,97.0,84.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1996,The English Patient,1,,1,0,0,0,0,7.174,4,tt0116209,7.4,86.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,Fargo,0,1h 37m,1,0,0,0,0,7.864,1,tt0116282,8.1,94.0,86.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,Jerry Maguire,0,2h 18m,1,0,0,0,0,6.951,4,tt0116695,7.3,84.0,77.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1996,Secrets & Lies,0,,1,0,0,0,0,7.719,4,tt0117590,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,Shine,0,1h 45m,1,0,0,0,0,7.366,3,tt0117631,7.6,91.0,87.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,As Good as It Gets,0,2h 18m,1,0,0,0,0,7.395,4,tt0119822,7.7,86.0,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
1997,The Full Monty,0,,0,0,0,1,0,6.986,3,tt0119164,7.2,96.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997,Good Will Hunting,0,2h 6m,1,0,0,0,0,8.154,4,tt0119217,8.3,97.0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1997,L.A. Confidential,0,,1,0,0,0,0,7.79,3,tt0119488,8.2,99.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,Titanic,1,3h 15m,1,0,0,0,0,7.902,4,tt0120338,7.9,88.0,75.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,Elizabeth,0,,1,0,0,0,0,7.176,3,tt0127536,7.4,83.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,Life Is Beautiful,0,2h 4m,0,0,0,0,0,8.456,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1998,Saving Private Ryan,0,2h 49m,1,1,1,0,0,8.211,3,tt0120815,8.6,94.0,91.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1998,Shakespeare in Love,1,2h 2m,1,0,0,1,0,6.871,4,tt0138097,7.1,92.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
1998,The Thin Red Line,0,,0,0,0,0,0,7.446,4,tt0120863,7.6,80.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,American Beauty,1,2h 2m,1,0,0,0,0,8.019,3,tt0169547,8.3,87.0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,The Cider House Rules,0,,0,0,0,0,0,7.02,4,tt0124315,7.4,71.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,The Green Mile,0,3h 9m,0,0,0,0,0,8.51,4,tt0120689,8.6,79.0,61.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,The Insider,0,1h 23m,0,0,0,0,0,7.462,4,tt0140352,7.8,96.0,84.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,The Sixth Sense,0,,0,0,0,0,0,7.948,3,tt0167404,8.2,86.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,Chocolat,0,2h 1m,0,0,0,0,0,6.968,4,tt0241303,7.3,63.0,64.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,"Crouching Tiger, Hidden Dragon",0,,1,1,0,0,0,7.4,3,tt0190332,7.9,98.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2000,Erin Brockovich,0,2h 11m,1,0,0,0,0,7.428,1,tt0195685,7.4,85.0,73.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,Gladiator,1,2h 34m,1,0,0,0,1,8.213,2,tt0172495,8.5,79.0,67.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2000,Traffic,0,,1,0,0,0,1,7.045,4,tt0181865,7.6,93.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001,A Beautiful Mind,1,2h 15m,1,0,0,0,0,7.855,4,tt0268978,8.2,74.0,72.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,Gosford Park,0,2h 17m,1,0,0,1,0,6.8,4,tt0280707,7.2,87.0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2001,In the Bedroom,0,2h 18m,1,0,0,0,0,6.922,4,tt0247425,7.4,93.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2001,The Lord of the Rings: The Fellowship of the Ring,0,,0,0,0,0,0,8.407,4,tt0120737,8.9,91.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2001,Moulin Rouge,0,1h 59m,1,0,0,0,0,7.572,2,tt0203009,7.6,75.0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2002,Chicago,1,1h 53m,1,0,0,0,0,7.1,4,tt0299658,7.2,86.0,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2002,Gangs of New York,0,2h 48m,1,0,0,0,0,7.318,4,tt0217505,7.5,73.0,72.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2002,The Hours,0,,1,0,0,0,0,7.291,4,tt0274558,7.5,79.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,The Lord of the Rings: The Two Towers,0,,0,0,0,0,0,8.391,4,tt0167261,8.8,95.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2002,The Pianist,0,1h 53m,0,0,0,0,0,8.385,3,tt0253474,8.5,95.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,The Lord of the Rings: The Return of the King,1,,1,1,1,1,0,8.476,4,tt0167260,9.0,94.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2003,Lost in Translation,0,1h 42m,1,0,0,0,0,7.393,3,tt0335266,7.7,95.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,Master and Commander: The Far Side of the World,0,,0,0,0,0,0,7.138,4,tt0311113,7.5,85.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2003,Mystic River,0,2h 17m,1,0,0,0,0,7.745,1,tt0327056,7.9,89.0,84.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,Seabiscuit,0,2h 20m,0,0,0,0,0,7.013,3,tt0329575,7.3,78.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,The Aviator,0,2h 46m,1,0,0,0,0,7.225,4,tt0338751,7.5,86.0,77.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,Finding Neverland,0,1h 46m,0,0,0,0,0,7.321,4,tt0308644,7.7,83.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2004,Million Dollar Baby,1,2h 12m,1,1,0,0,0,7.953,4,tt0405159,8.1,90.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2004,Ray,0,2h 35m,1,0,0,0,0,7.44,4,tt0350258,7.7,79.0,73.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,Sideways,0,2h 6m,1,0,0,1,0,7.098,4,tt0375063,7.5,97.0,94.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2005,Brokeback Mountain,0,2h 14m,1,1,1,0,0,7.799,3,tt0388795,7.7,88.0,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
2005,Capote,0,,1,0,0,0,0,6.99,3,tt0379725,7.3,89.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,Crash,1,13m,0,0,0,0,0,6.4,3,tt0965408,8.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,"Good Night, and Good Luck.",0,,0,0,0,0,0,7.084,3,tt0433383,7.4,93.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Munich,0,2h 44m,0,0,0,0,0,7.148,4,tt0408306,7.5,78.0,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2006,Babel,0,2h 22m,0,0,0,0,0,7.182,4,tt0449467,7.5,69.0,69.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,The Departed,1,2h 32m,0,1,0,0,0,8.166,4,tt0407887,8.5,91.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2006,Letters from Iwo Jima,0,2h 21m,0,0,0,0,0,7.464,4,tt0498380,7.8,91.0,89.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2006,Little Miss Sunshine,0,1h 42m,0,0,1,1,0,7.682,3,tt0449059,7.8,91.0,80.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2006,The Queen,0,1h 41m,0,0,0,0,0,6.957,3,tt0436697,7.3,92.0,90.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Atonement,0,2h 3m,1,0,0,0,0,7.649,3,tt0783233,7.8,83.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2007,Juno,0,1h 36m,0,0,0,0,0,7.049,4,tt0467406,7.5,94.0,81.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,Michael Clayton,0,2h 0m,0,0,0,0,0,6.775,3,tt0465538,7.2,90.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2007,No Country for Old Men,1,2h 2m,1,1,1,1,0,7.937,2,tt0477348,8.2,93.0,92.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2007,There Will Be Blood,0,2h 38m,1,0,0,0,0,8.086,4,tt0469494,8.2,91.0,93.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2008,The Curious Case of Benjamin Button,0,,0,0,0,0,0,7.583,4,tt0421715,7.8,71.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,Frost/Nixon,0,,0,0,0,0,0,7.305,4,tt0870111,7.7,93.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,Milk,0,2h 8m,0,0,0,0,0,7.251,4,tt1013753,7.5,93.0,83.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,The Reader,0,1h 37m,0,0,0,0,0,7.442,4,tt0976051,7.6,63.0,58.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Slumdog Millionaire,1,1h 56m,1,1,1,1,0,7.732,4,tt1010048,8.0,91.0,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2009,Avatar,0,2h 35m,1,0,0,0,0,7.576,4,tt0499549,7.9,81.0,83.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2009,The Blind Side,0,2h 8m,0,0,0,0,0,7.691,4,tt0878804,7.6,66.0,53.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,District 9,0,1h 51m,0,0,0,0,0,7.429,3,tt1136608,7.9,90.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2009,An Education,0,1h 40m,0,0,0,0,0,6.941,4,tt1174732,7.3,93.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2009,The Hurt Locker,1,2h 7m,0,1,1,0,0,7.257,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2009,Inglourious Basterds,0,2h 32m,1,0,0,1,0,8.216,3,tt0361748,8.4,89.0,69.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2009,Precious: Based on the Novel 'Push' by Sapphire,0,,0,0,0,0,0,7.332,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,A Serious Man,0,1h 45m,0,0,0,0,0,6.7,3,tt1019452,7.0,89.0,88.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
